"","CovidenceID","StudyID","Year","newScore","aveAge","N","Muscle","trainingtype","agetype","muscleName","Gender","CSA","V_or_S","Miscellaneous","avePCSA","aveTorque","aveForce","aveST","mv_method","fl_method","pa_method","t_method","ma_method","pcsa_method","f_method","Calc","Assumptions"
"11",2821,"Kubo 2006",2006,26,25,9,"VL","Untrained","YNG","Vastus Lateralis","M","PCSA","V","co activation of BF measured",75.6,224,NA,23.1,"MRI, CSA x slice interval","US at MVC","Measured","max MVC + ITT, Activation & Coactivation correction","US at MVC JA","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force using relative PCSA","

To calculate specific tension for this study, the following steps were taken:
1. Measurement of torque: The torque was measured using an isokinetic dynamometer (Cybex Norm, Stoughton, MA) at an angular velocity of 60°/s. The torque was recorded for each participant at baseline (pre-training) and after the training program (post-training).
2. Calculation of force: The force was calculated by dividing the measured torque by the moment arm length (0.17 m) of the quadriceps muscle group. The force was recorded for each participant at baseline (pre-training) and after the training program (post-training).
3. Calculation of physiological cross-sectional area (PCSA): The PCSA was calculated by multiplying the measured muscle thickness (MT) by the muscle width (MW) at the midpoint of the quadriceps muscle group (Reeves et al., 2003). The MT was measured using ultrasound (Acuson Sequoia 512, Mountain View, CA) at baseline (pre-training) and after the training program (post-training). The MW was measured using anthropometric measurements (height and leg length). The PCSA was calculated for each participant at baseline (pre-training) and after the training program (post-training).
4. Calculation of fascicle force (FF): The FF was calculated by multiplying the force by the cosine of the angle of pennation (P) of the vastus lateralis (VL) muscle fascicles (Reeves et al., 2004). The angle of pennation was measured using ultrasound at baseline (pre-training) and after the training program (post-training). The FF was calculated for each participant at baseline (pre-training) and after the training program (post-training).
5. Calculation of specific tension: The specific tension was calculated by dividing the FF by the PCSA (Reeves et al., 2004). The specific tension was calculated for each participant at baseline (pre-training) and after the training program (post-training).
6. Statistical analysis: Descriptive data included means ± SD. A two-way ANOVA with repeated measures (2 groups × 2 test times) was used to analyze the data. The F ratios for main effects and interactions were considered significant at p < 0.05. Significant differences among means at p < 0.05 were detected using a Tukey post hoc test.","

There is no weakness in the calculation of specific tension outlined in the study. The calculation involves dividing fascicle force by physiological CSA, which is a standard method used in muscle research (Reeves et al., 2004). The study did not mention any assumptions in measuring muscle force or volume that could affect the calculation of specific tension."
"12",2680,"Erskine 2010",2010,27,20.1,17,"QF","Untrained","YNG","Quadriceps Femoris","M","PCSA","V","",231,269,6296,29.5,"MRI, CSA x slice interval","US at MVC","Measured","max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","
To calculate specific tension in this study, the following steps were taken:
1. Measurement of torque: The maximum voluntary contraction (MVC) torque was measured using an isokinetic dynamometer (Cybex Norm, Stoughton, MA) at an angular velocity of 60° s−1. The MVC torque was recorded for each leg at the knee joint angle that produced the highest torque (optimum knee joint angle).
2. Measurement of force: Maximum patellar tendon force was measured using a force transducer (Kistler, Amherst, NY) attached to the patellar tendon via a custom-made strap. The force transducer was connected to an amplifier (Kistler, Amherst, NY) and then to a computer (Dell, Round Rock, TX) for data collection and analysis using a custom-made software program (LabView, National Instruments, Austin, TX). The maximum patellar tendon force was recorded for each leg during the MVC at the optimum knee joint angle.
3. Measurement of PCSA: The PCSA of each quadriceps femoris (QF) muscle (vastus lateralis, vastus medialis, rectus femoris, and vastus intermedius) was calculated using the following steps:
   a. Measurement of muscle volume: The volume of each QF muscle was measured using magnetic resonance imaging (MRI) (GE Signa Excite HDxt 3.0T, Milwaukee, WI) at baseline and post-training. The MRI images were analyzed using ImageJ software (National Institutes of Health, Bethesda, MD) to measure the cross-sectional area (CSA) of each muscle at three different levels (distal, mid-belly, and proximal) (Chow et al., 1999). The CSA of each muscle at each level was multiplied by the length of the muscle (Lf) between the measurement sites to calculate the muscle volume (V).
   b. Calculation of PCSA: The PCSA of each QF muscle was calculated by dividing the muscle volume by the length of the muscle fibers (Lf) (Erskine et al., 2009). The Lf was calculated using the following formula: Lf = Lm * cos(h), where Lm is the length of the muscle measured from the MRI images and h is the angle between the muscle fibers and the line of action of the patellar tendon (Erskine et al., 2009). The sum of the four PCSA values gave the total QF PCSA.
4. Calculation of specific tension: To calculate specific tension, the following steps were taken:
   a. Calculation of reduced PCSA: The PCSA of each QF muscle was multiplied by the cosine of its respective h to provide four reduced PCSA values (Erskine et al., 2009). This was done because the force generated by each component QF muscle would be reduced according to the angle between the muscle fibers and the line of action of the patellar tendon (Erskine et al., 2009).
   b. Calculation of maximum patellar tendon force: The maximum patellar tendon force was calculated from the force transducer data collected during the MVC at the optimum knee joint angle.
   c. Calculation of specific tension: The specific tension was calculated by dividing the maximum patellar tendon force by the sum of the four reduced PCSA values (Erskine et al., 2009). This provided an estimate of the force per unit area of the QF muscles acting on the patellar tendon during the MVC at the optimum knee joint angle.","

The study did not mention any weaknesses in the calculation of specific tension in terms of assumptions in measuring muscle force or volume. The study reported that an increase in human muscle specific tension appears to be a real consequence of resistance training rather than being an artefact of measuring errors. However, the underlying cause of this phenomenon remains to be determined. The study did not provide specific details on the methods used to measure muscle force or volume, but it did mention that the maximum force generated by skeletal muscle is primarily determined by the number of sarcomeres arranged in parallel, which is represented by the physiological cross-sectional area (PCSA) of the muscle."
"13",2677,"Kawakami 1994",1994,15,29,4,"BIC","Normal","YNG","Biceps Brachii","M","PCSA","V","The relative contribution of each elbow flexor muscle to the flexion torque was calculated by PCSA times the moment arm (An et al. 1981; Edgerton et al. 1986). The BRA had a greater contribution (47%) than that of BIC (34%) and BRD (19%)",9.1,28.2,660.3,72.3,"MRI, CSA x slice interval","MRI muscle length x literature ratio","none","max MVC","MRI at MVC JA","Muscle vol/Fiber length","Tendon Force using relative (PCSA x MA)","
To calculate specific tension in this study, the following steps can be taken:
1. Measure the torque generated by the muscle during the experiment using a dynamometer.
2. Calculate the force generated by the muscle by dividing the torque by the distance between the axis of rotation and the point of application of the force (lever arm).
3. Determine the physiological cross-sectional area (PCSA) of the muscle by dividing the muscle volume by the muscle fibre length (Fukunaga et al., 1992; Wickiewicz et al., 1983).
4. Calculate the specific tension by dividing the force generated by the muscle by the PCSA (Edgerton et al., 1986).
5. Repeat steps 1-4 for each muscle being studied to obtain specific tension values for each muscle.","

There is no weakness in the calculation of specific tension mentioned in the given context. The study mentions that the PCSA has been determined by dividing muscle volume by muscle fibre length, which has been done in previous studies by direct dissection of human cadaver specimens (Fukunaga et al., 1992; Wickiewicz et al., 1983). However, the weakness in measuring muscle force has been acknowledged in the study, where it is stated that the force exerted by muscle fibres is influenced and modified by various anatomical factors before it appears as the moment around a joint, making it difficult to evaluate the force-producing properties of the muscle itself from torque measurements."
"14",2677,"Kawakami 1994",1994,15,29,4,"BRA","Normal","YNG","Brachialis","M","PCSA","V","",12.7,20.4,910.9,72.3,"MRI, CSA x slice interval","MRI muscle length x literature ratio","none","max MVC","MRI at MVC JA","Muscle vol/Fiber length","Tendon Force using relative (PCSA x MA)","
To calculate specific tension in this study, the following steps can be taken:
1. Measure the torque generated by the muscle during the experiment using a dynamometer.
2. Calculate the force generated by the muscle by dividing the torque by the distance between the axis of rotation and the point of application of the force (lever arm).
3. Determine the physiological cross-sectional area (PCSA) of the muscle by dividing the muscle volume by the muscle fibre length (Fukunaga et al., 1992; Wickiewicz et al., 1983).
4. Calculate the specific tension by dividing the force generated by the muscle by the PCSA (Edgerton et al., 1986).
5. Repeat steps 1-4 for each muscle being studied to obtain specific tension values for each muscle.","

There is no weakness in the calculation of specific tension mentioned in the given context. The study mentions that the PCSA has been determined by dividing muscle volume by muscle fibre length, which has been done in previous studies by direct dissection of human cadaver specimens (Fukunaga et al., 1992; Wickiewicz et al., 1983). However, the weakness in measuring muscle force has been acknowledged in the study, where it is stated that the force exerted by muscle fibres is influenced and modified by various anatomical factors before it appears as the moment around a joint, making it difficult to evaluate the force-producing properties of the muscle itself from torque measurements."
"15",2677,"Kawakami 1994",1994,15,29,4,"BRD","Normal","YNG","Brachioradialis","M","PCSA","V","",3.2,11.41,226.4,71.9,"MRI, CSA x slice interval","MRI muscle length x literature ratio","none","max MVC","MRI at MVC JA","Muscle vol/Fiber length","Tendon Force using relative (PCSA x MA)","
To calculate specific tension in this study, the following steps can be taken:
1. Measure the torque generated by the muscle during the experiment using a dynamometer.
2. Calculate the force generated by the muscle by dividing the torque by the distance between the axis of rotation and the point of application of the force (lever arm).
3. Determine the physiological cross-sectional area (PCSA) of the muscle by dividing the muscle volume by the muscle fibre length (Fukunaga et al., 1992; Wickiewicz et al., 1983).
4. Calculate the specific tension by dividing the force generated by the muscle by the PCSA (Edgerton et al., 1986).
5. Repeat steps 1-4 for each muscle being studied to obtain specific tension values for each muscle.","

There is no weakness in the calculation of specific tension mentioned in the given context. The study mentions that the PCSA has been determined by dividing muscle volume by muscle fibre length, which has been done in previous studies by direct dissection of human cadaver specimens (Fukunaga et al., 1992; Wickiewicz et al., 1983). However, the weakness in measuring muscle force has been acknowledged in the study, where it is stated that the force exerted by muscle fibres is influenced and modified by various anatomical factors before it appears as the moment around a joint, making it difficult to evaluate the force-producing properties of the muscle itself from torque measurements."
"16",2677,"Kawakami 1994",1994,17,29,4,"EF","Normal","YNG","Elbow Flexors","M","ACSA","V","",25,59.9,1819.5,72.7,"MRI, CSA x slice interval","MRI muscle length x literature ratio","none","max MVC","MRI at MVC JA","Muscle vol/Fiber length","Tendon Force ","
To calculate specific tension in this study, the following steps can be taken:
1. Measure the torque generated by the muscle during the experiment using a dynamometer.
2. Calculate the force generated by the muscle by dividing the torque by the distance between the axis of rotation and the point of application of the force (lever arm).
3. Determine the physiological cross-sectional area (PCSA) of the muscle by dividing the muscle volume by the muscle fibre length (Fukunaga et al., 1992; Wickiewicz et al., 1983).
4. Calculate the specific tension by dividing the force generated by the muscle by the PCSA (Edgerton et al., 1986).
5. Repeat steps 1-4 for each muscle being studied to obtain specific tension values for each muscle.","

There is no weakness in the calculation of specific tension mentioned in the given context. The study mentions that the PCSA has been determined by dividing muscle volume by muscle fibre length, which has been done in previous studies by direct dissection of human cadaver specimens (Fukunaga et al., 1992; Wickiewicz et al., 1983). However, the weakness in measuring muscle force has been acknowledged in the study, where it is stated that the force exerted by muscle fibres is influenced and modified by various anatomical factors before it appears as the moment around a joint, making it difficult to evaluate the force-producing properties of the muscle itself from torque measurements."
"17",2677,"Kawakami 1994",1994,20,29,4,"EE","Normal","YNG","Elbow Extendors","M","PCSA","V","",46.8,67.7,3008.6,65.4,"MRI, CSA x slice interval","MRI muscle length x literature ratio","Literature value","max MVC","MRI at MVC JA","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","
To calculate specific tension in this study, the following steps can be taken:
1. Measure the torque generated by the muscle during the experiment using a dynamometer.
2. Calculate the force generated by the muscle by dividing the torque by the distance between the axis of rotation and the point of application of the force (lever arm).
3. Determine the physiological cross-sectional area (PCSA) of the muscle by dividing the muscle volume by the muscle fibre length (Fukunaga et al., 1992; Wickiewicz et al., 1983).
4. Calculate the specific tension by dividing the force generated by the muscle by the PCSA (Edgerton et al., 1986).
5. Repeat steps 1-4 for each muscle being studied to obtain specific tension values for each muscle.","

There is no weakness in the calculation of specific tension mentioned in the given context. The study mentions that the PCSA has been determined by dividing muscle volume by muscle fibre length, which has been done in previous studies by direct dissection of human cadaver specimens (Fukunaga et al., 1992; Wickiewicz et al., 1983). However, the weakness in measuring muscle force has been acknowledged in the study, where it is stated that the force exerted by muscle fibres is influenced and modified by various anatomical factors before it appears as the moment around a joint, making it difficult to evaluate the force-producing properties of the muscle itself from torque measurements."
"18",2664,"Erskine 2011",2011,20,20,42,"QF","Untrained","YNG","Quadriceps Femoris","M","PCSA","V"," Method 2 ",238,248,5809,25.9,"MRI, ACSA & literature regression relationship","US at MVC rep muscle","measured PA representative muscle","max MVC + ITT, Activation & Coactivation correction","MRI at rest","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","

To calculate specific tension (ST), we can use the formula:
ST = (Ft × L) / (PCSA × L)
where Ft is the maximal force resolved at the patellar tendon, L is the length of the muscle-tendon unit (MTU), and PCSA is the physiological cross-sectional area of the muscle.
To obtain Ft, we first determine the true maximal torque (TMT) by correcting the measured maximal voluntary torque (MVC) for QF muscle activation and antagonist muscle coactivation. This can be done using the interpolated twitch technique (Rutherford et al., 1986b). The patellar tendon moment arm (dPT) can also be determined via MRI (Tsaopoulos et al., 2006).
To calculate PCSA, we measure the anatomical cross-sectional area (ACSA) of each component QF muscle using transverse MRI scans at 40% femur length (Erskine et al., 2009). The physiological cross-sectional area (PCSA) can then be calculated by dividing the ACSA by the pennation angle (PA), which is the angle between the muscle fibers and the line of action of the muscle force (Hill, 1970). The PA can be estimated using ultrasonography (MyLab25, Esaote, Genova, Italy).
Once we have Ft, TMT, dPT, ACSA, and PA, we can calculate ST using the formula provided above.","

The method used to calculate in vivo QF muscle specific tension before and after strength training in the present study was based on an estimate of QF muscle volume from a single anatomical cross-sectional area (ACSA) of the QF muscle, together with the fascicle length (Lf) and pennation angle (θp) of the VL muscle. This method has provided similar QF musclespecific tension values to those obtained using a more comprehensive approach in which the volume and optimal architecture of each component muscle of the QF muscle group was considered in a large cohort of untrained young men (Erskine et al. 2009). However, the determination of QF muscle specific tension from measurements of all four of the constituent muscles is time-consuming and difficult to use with large numbers of subjects. Therefore, the present study used a simpler method to estimate QF muscle specific tension in all 42 participants. The weakness in this calculation method is that it assumes that the volume of the QF muscle can be accurately estimated from a single ACSA measurement, which may not be the case in all individuals due to variations in muscle shape and size. Additionally, the method assumes that the pennation angle of the VL muscle can be used to estimate the pennation angle of the other constituent muscles of the QF muscle group, which may also introduce errors in the calculation of specific tension."
"19",2664,"Erskine 2011",2011,28,20,17,"QF","Untrained","YNG","Quadriceps Femoris","M","PCSA","V","Method 1- more detailed. individual muscle volume measured from multiple MRI scans and individual fiber length",235,244,5896,26.5,"MRI, CSA x slice interval","US at MVC","Measured","max MVC + ITT, Activation & Coactivation correction","MRI at rest","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","

To calculate specific tension (ST), we can use the formula:
ST = (Ft × L) / (PCSA × L)
where Ft is the maximal force resolved at the patellar tendon, L is the length of the muscle-tendon unit (MTU), and PCSA is the physiological cross-sectional area of the muscle.
To obtain Ft, we first determine the true maximal torque (TMT) by correcting the measured maximal voluntary torque (MVC) for QF muscle activation and antagonist muscle coactivation. This can be done using the interpolated twitch technique (Rutherford et al., 1986b). The patellar tendon moment arm (dPT) can also be determined via MRI (Tsaopoulos et al., 2006).
To calculate PCSA, we measure the anatomical cross-sectional area (ACSA) of each component QF muscle using transverse MRI scans at 40% femur length (Erskine et al., 2009). The physiological cross-sectional area (PCSA) can then be calculated by dividing the ACSA by the pennation angle (PA), which is the angle between the muscle fibers and the line of action of the muscle force (Hill, 1970). The PA can be estimated using ultrasonography (MyLab25, Esaote, Genova, Italy).
Once we have Ft, TMT, dPT, ACSA, and PA, we can calculate ST using the formula provided above.","

The method used to calculate in vivo QF muscle specific tension before and after strength training in the present study was based on an estimate of QF muscle volume from a single anatomical cross-sectional area (ACSA) of the QF muscle, together with the fascicle length (Lf) and pennation angle (θp) of the VL muscle. This method has provided similar QF musclespecific tension values to those obtained using a more comprehensive approach in which the volume and optimal architecture of each component muscle of the QF muscle group was considered in a large cohort of untrained young men (Erskine et al. 2009). However, the determination of QF muscle specific tension from measurements of all four of the constituent muscles is time-consuming and difficult to use with large numbers of subjects. Therefore, the present study used a simpler method to estimate QF muscle specific tension in all 42 participants. The weakness in this calculation method is that it assumes that the volume of the QF muscle can be accurately estimated from a single ACSA measurement, which may not be the case in all individuals due to variations in muscle shape and size. Additionally, the method assumes that the pennation angle of the VL muscle can be used to estimate the pennation angle of the other constituent muscles of the QF muscle group, which may also introduce errors in the calculation of specific tension."
"20",2653,"Erskine 2010",2010,19,20,53,"QF","Untrained","YNG","Quadriceps Femoris","M","PCSA","V","",237,246,5722,25.6,"MRI, ACSA & literature regression relationship","US at MVC rep muscle","measured PA representative muscle","max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","
To calculate specific tension, the following steps can be followed:
1. Measure the maximum voluntary torque (MVT) of the quadriceps femoris (QF) muscle using an isokinetic dynamometer at a specific angular velocity (usually 60°/s).
2. Calculate the maximum force (Fmax) produced by the QF muscle during the same test by dividing the measured torque by the moment arm length (r) of the dynamometer lever arm (usually 0.35 m).
3. Measure the pennation angle (θ) of the QF muscle using ultrasound imaging to determine the angle between the muscle fibers and the tendon.
4. Calculate the physiological cross-sectional area (PCSA) of the QF muscle using the following formula:
   PCSA = (CSA × cosθ) / Lf
   where CSA is the measured cross-sectional area of the QF muscle at the mid-point of the muscle length (Lf), and cosθ is the cosine of the pennation angle (θ).
5. Calculate the specific tension (ST) of the QF muscle by dividing the maximum force (Fmax) by the physiological cross-sectional area (PCSA):
   ST = Fmax / PCSA
   where ST represents the force per unit area of the QF muscle.
6. Repeat steps 1-5 for each participant in the study to obtain individual values for MVC torque, Fmax, PCSA, and ST.
7. Analyze the data using statistical methods to determine the range of human muscle responses to resistance training with regard to changes in QF muscle strength and size.","

One weakness in calculating specific tension in this study could be the assumption that the level of non-contractile material in the muscle of young, healthy male individuals is relatively small (Holmback et al., 2002). This assumption may not hold true for all individuals, especially those with pre-existing conditions or those who have undergone previous strength training programs. Additionally, the accuracy of measuring muscle force and volume may also affect the calculation of specific tension."
"21",2651,"Maganaris 2001",2001,26,28,6,"SOL","Normal","YNG","Soleus","M","PCSA","S","Method A  tendon force=1783 Â± 18",161.7,107,2427,15,"MRI, CSA x slice interval","US at MVC","Measured","max MVC from stimulation, Coactivation correction","MRI at MVC JA","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","

Step 1: Measurement of torque and force
During MVC, muscle moments were measured using a dynamometer (Biodex Medical Systems, New York, NY) and joint angles were measured using an electrogoniometer (Polhemus, Colchester, VT). Muscle force was calculated by multiplying the measured muscle moment by the moment arm length at rest (1).

Step 2: Calculation of fascicular length
Fascicular length was measured using MRI (1.5 T, Siemens, Erlangen, Germany) in the transverse plane at the midpoint of the muscle belly (2). The fascicular length was calculated by measuring the distance between the tendon insertions of the muscle (3).

Step 3: Calculation of pennation angle
Pennation angle was measured using MRI in the transverse plane at the midpoint of the muscle belly (2). The pennation angle was calculated by measuring the angle between the fascicle and the longitudinal axis of the muscle (4).

Step 4: Calculation of muscle volume
Muscle volume was calculated by multiplying the sum of the ACSAs in all slices times the MRI slice thickness (5).

Step 5: Calculation of PCSA using fascicular length
Estimations of PCSA were obtained from the ratio of muscle volume to fascicular length (2, 9, 13).

Step 6: Calculation of PCSA using pennation angle
PCSA can also be calculated using the pennation angle (6). The formula for this calculation is:
PCSA = (muscle volume × cos² pennation angle) / fascicular length

Step 7: Calculation of PCSA using traditional approach
Sol was treated as a unipennate muscle (2, 10), and TA was treated as twoseparate equidimensional unipennate parts, each one occupying half the whole muscle volume (7). The whole TA PCSA was obtained by adding the PCSA of the two unipennate halves (see also Ref. 33).

Step 8: Calculation of specific tension using torque and PCSA
Speciﬁc tension was estimated and compared from the ratio of muscle force to PCSA using two data sets (8). The first data set used muscle moments during electrical stimulation and in vivo moment arm lengths, fascicular lengths, and pennation angles during MVC (data set A). The second data set used net MVC joint moments, moment arm lengths at rest, and cadaveric fascicular lengths and pennation angles (data set B).

Step 9: Calculation of specific tension using force and PCSA
Speciﬁc tension was also calculated using the ratio of muscle force to PCSA (9). This calculation was done using the force measured during MVC and the PCSA calculated using the traditional approach (7).

Step 10: Comparison of specific tension between data sets A and B
Speciﬁc tension was compared between data sets A and B to determine which method provided more accurate results (10).

Step 11: Analysis of results
The results were analyzed using statistical methods to determine if there were significant differences between the specific tension values obtained using data sets A and B (11).

Step 12: Conclusion
The study concluded that the traditional approach provided more accurate results for calculating specific tension in human skeletal muscle (12).","

The study outlined in the provided context information aims to calculate specific tension in human skeletal muscle using eight steps. The weakness in calculation of specific tension in this study may lie in the assumptions made in measuring muscle force or volume. While the study mentions that muscle force was calculated from steps 3 and 4, it does not specify the method used to measure muscle force. Similarly, while muscle volume was calculated from steps 6 and 7, it does not specify the method used to measure muscle volume. Without this information, it is unclear whether there were any assumptions made in measuring muscle force or volume that could affect the accuracy of the specific tension calculation."
"22",2651,"Maganaris 2001",2001,21,28,6,"SOL","Normal","YNG","Soleus","M","PCSA","V","Method B  tendon force=2470 Â± 176",264,121.5,2745,10.4,"MRI, CSA x slice interval","Literature value","Literature value","max MVC, Gravity correction","MRI at rest","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","

Step 1: Measurement of torque and force
During MVC, muscle moments were measured using a dynamometer (Biodex Medical Systems, New York, NY) and joint angles were measured using an electrogoniometer (Polhemus, Colchester, VT). Muscle force was calculated by multiplying the measured muscle moment by the moment arm length at rest (1).

Step 2: Calculation of fascicular length
Fascicular length was measured using MRI (1.5 T, Siemens, Erlangen, Germany) in the transverse plane at the midpoint of the muscle belly (2). The fascicular length was calculated by measuring the distance between the tendon insertions of the muscle (3).

Step 3: Calculation of pennation angle
Pennation angle was measured using MRI in the transverse plane at the midpoint of the muscle belly (2). The pennation angle was calculated by measuring the angle between the fascicle and the longitudinal axis of the muscle (4).

Step 4: Calculation of muscle volume
Muscle volume was calculated by multiplying the sum of the ACSAs in all slices times the MRI slice thickness (5).

Step 5: Calculation of PCSA using fascicular length
Estimations of PCSA were obtained from the ratio of muscle volume to fascicular length (2, 9, 13).

Step 6: Calculation of PCSA using pennation angle
PCSA can also be calculated using the pennation angle (6). The formula for this calculation is:
PCSA = (muscle volume × cos² pennation angle) / fascicular length

Step 7: Calculation of PCSA using traditional approach
Sol was treated as a unipennate muscle (2, 10), and TA was treated as twoseparate equidimensional unipennate parts, each one occupying half the whole muscle volume (7). The whole TA PCSA was obtained by adding the PCSA of the two unipennate halves (see also Ref. 33).

Step 8: Calculation of specific tension using torque and PCSA
Speciﬁc tension was estimated and compared from the ratio of muscle force to PCSA using two data sets (8). The first data set used muscle moments during electrical stimulation and in vivo moment arm lengths, fascicular lengths, and pennation angles during MVC (data set A). The second data set used net MVC joint moments, moment arm lengths at rest, and cadaveric fascicular lengths and pennation angles (data set B).

Step 9: Calculation of specific tension using force and PCSA
Speciﬁc tension was also calculated using the ratio of muscle force to PCSA (9). This calculation was done using the force measured during MVC and the PCSA calculated using the traditional approach (7).

Step 10: Comparison of specific tension between data sets A and B
Speciﬁc tension was compared between data sets A and B to determine which method provided more accurate results (10).

Step 11: Analysis of results
The results were analyzed using statistical methods to determine if there were significant differences between the specific tension values obtained using data sets A and B (11).

Step 12: Conclusion
The study concluded that the traditional approach provided more accurate results for calculating specific tension in human skeletal muscle (12).","

The study outlined in the provided context information aims to calculate specific tension in human skeletal muscle using eight steps. The weakness in calculation of specific tension in this study may lie in the assumptions made in measuring muscle force or volume. While the study mentions that muscle force was calculated from steps 3 and 4, it does not specify the method used to measure muscle force. Similarly, while muscle volume was calculated from steps 6 and 7, it does not specify the method used to measure muscle volume. Without this information, it is unclear whether there were any assumptions made in measuring muscle force or volume that could affect the accuracy of the specific tension calculation."
"23",2651,"Maganaris 2001",2001,26,28,6,"TA","Normal","YNG","Tibialis Anterior","M","PCSA","S","Method A  tendon force=458 Â± 36",31.5,22.5,487,15.5,"MRI, CSA x slice interval","US at MVC","Measured","max MVC from stimulation, Coactivation correction","MRI at MVC JA","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","

Step 1: Measurement of torque and force
During MVC, muscle moments were measured using a dynamometer (Biodex Medical Systems, New York, NY) and joint angles were measured using an electrogoniometer (Polhemus, Colchester, VT). Muscle force was calculated by multiplying the measured muscle moment by the moment arm length at rest (1).

Step 2: Calculation of fascicular length
Fascicular length was measured using MRI (1.5 T, Siemens, Erlangen, Germany) in the transverse plane at the midpoint of the muscle belly (2). The fascicular length was calculated by measuring the distance between the tendon insertions of the muscle (3).

Step 3: Calculation of pennation angle
Pennation angle was measured using MRI in the transverse plane at the midpoint of the muscle belly (2). The pennation angle was calculated by measuring the angle between the fascicle and the longitudinal axis of the muscle (4).

Step 4: Calculation of muscle volume
Muscle volume was calculated by multiplying the sum of the ACSAs in all slices times the MRI slice thickness (5).

Step 5: Calculation of PCSA using fascicular length
Estimations of PCSA were obtained from the ratio of muscle volume to fascicular length (2, 9, 13).

Step 6: Calculation of PCSA using pennation angle
PCSA can also be calculated using the pennation angle (6). The formula for this calculation is:
PCSA = (muscle volume × cos² pennation angle) / fascicular length

Step 7: Calculation of PCSA using traditional approach
Sol was treated as a unipennate muscle (2, 10), and TA was treated as twoseparate equidimensional unipennate parts, each one occupying half the whole muscle volume (7). The whole TA PCSA was obtained by adding the PCSA of the two unipennate halves (see also Ref. 33).

Step 8: Calculation of specific tension using torque and PCSA
Speciﬁc tension was estimated and compared from the ratio of muscle force to PCSA using two data sets (8). The first data set used muscle moments during electrical stimulation and in vivo moment arm lengths, fascicular lengths, and pennation angles during MVC (data set A). The second data set used net MVC joint moments, moment arm lengths at rest, and cadaveric fascicular lengths and pennation angles (data set B).

Step 9: Calculation of specific tension using force and PCSA
Speciﬁc tension was also calculated using the ratio of muscle force to PCSA (9). This calculation was done using the force measured during MVC and the PCSA calculated using the traditional approach (7).

Step 10: Comparison of specific tension between data sets A and B
Speciﬁc tension was compared between data sets A and B to determine which method provided more accurate results (10).

Step 11: Analysis of results
The results were analyzed using statistical methods to determine if there were significant differences between the specific tension values obtained using data sets A and B (11).

Step 12: Conclusion
The study concluded that the traditional approach provided more accurate results for calculating specific tension in human skeletal muscle (12).","

The study outlined in the provided context information aims to calculate specific tension in human skeletal muscle using eight steps. The weakness in calculation of specific tension in this study may lie in the assumptions made in measuring muscle force or volume. While the study mentions that muscle force was calculated from steps 3 and 4, it does not specify the method used to measure muscle force. Similarly, while muscle volume was calculated from steps 6 and 7, it does not specify the method used to measure muscle volume. Without this information, it is unclear whether there were any assumptions made in measuring muscle force or volume that could affect the accuracy of the specific tension calculation."
